简码：一	y
翻译：麻烦的;混乱的;不平静的	troubled
翻译：麻醉;昏睡;昏迷	stupefaction
翻译：麻醉;麻痹	anesthetization
翻译：麻醉学者	anesthesiologist
翻译：黎凡特的；地中海东部的	Levantine
翻译：默许;纵容;假装不见	connivance
翻译：黛利拉;妖妇;不忠实的女人	Delilah
翻译：鼓励;支持;激励NUM	encourage
翻译：鼓皮似的;鼓膜的;鼓室的	tympanic
翻译：鼠李;用其树皮制成的缓泻剂	cascara
翻译：鼻口部;鼻子;猪嘴;蛇管的前端	snout
翻译：鼻羁;鼻甲;眼镜的鼻梁	nosepiece
翻译：齿擦音发音;咝咝作响	sibilation
翻译：齿轮的同时咬合装置	synchromesh
翻译：(DOS)键盘数字键开关状态	numlock
翻译：(中世纪)商业同业公会的	hanseatic
翻译：¼便士;英国最小的钱币	farthing
翻译：Adam的后裔;人;裸体的人	adamite
翻译：Bolivia的货币单位	boliviano
翻译：DOS命令:指定由DOS忽略的命令行	rem
翻译：DOS文件扩展名:dBASE程序文件	prg
翻译：Lapland人;Lapland语	lapp
翻译：Netscape（浏览器）	netscape
翻译：RAMinit的缩写;一种内存清除工具	ri
翻译：Syracuse的统治者	Dionysius
翻译：TradeMark的缩写;(注册)商标	tm
翻译：X光线学;X光科	roentgenology
翻译：X光线照相术	roentgenography
翻译：buzzword 报警语句	buzzword
翻译：计算机-成像	imaging
翻译：计算机-走样	jaggies
翻译：计算机-非零	nonzero
翻译：一妻多夫的;多雄蕊的	polyandrous
翻译：一家之主;家长;户长	householder
翻译：一局;发展的机会;好时机;围垦	inning
翻译：一州的四分之一的领主;小王	tetrarch
翻译：一心一意的;诚恳的	wholehearted
翻译：一时的兴致;幻想;反复无常;怪念头	whim
翻译：一本正经的;死板的;自负的	priggish
翻译：一种书桌;兼做卧床的长椅	davenport
翻译：一种内存清除工具;作者:雷军	raminit
翻译：一种树液;制药;染色用	tragacanth
翻译：一种短腿长身的德国种猎犬	dachshund
翻译：一音节的;单音节的	monosyllabic
翻译：七叶树之类;美国Ohio州人	buckeye
翻译：三分法;三断法;三相法	trichotomy
翻译：三苯代甲烷	triphenylmethane
翻译：三角形;三人一组;三角关系	triangle
翻译：上覆的；压顶的	superincumbent
翻译：上述的;前述的	aforementioned
翻译：下狱;监禁;幽闭	incarceration
翻译：下述的；下列的	undermentioned
翻译：下降的;降落的;世袭的	descendent
翻译：下颚;下颚骨;颚下腺	submaxilary
翻译：不付红利的	nonparticipating
翻译：不似女流的;女人不应有的	unwomanly
翻译：不切实际的;不实在的	unrealistic
翻译：不切实际的；非实用的	unpractical
翻译：不利的;敌对的;相反的;逆的	adverse
翻译：不反省的;无思虑的	unreflecting
翻译：不变的;不能改变的	unchangeable
翻译：不可亵渎的;不可侵犯的	inviolable
翻译：不可分割地；密不可分	inseparably
翻译：不可分解的；稳固的	indissoluble
翻译：不可数的;数不清的	incomputable
翻译：不可测;无限	immeasurability
翻译：不可测性；神秘	inscrutability
翻译：不可磨灭的	inextinguishable
翻译：不可磨灭的；难忘的	ineffaceable
翻译：不可缓和的;难平息的	immitigable
翻译：不可避免的；不得已的	unavoidable
翻译：不合;争论;不一致	disagreement
翻译：不合格；不适任；无资格	ineligible
翻译：不合理的；无理的	unjustifiable
翻译：不合谐的;不和睦的	inharmonious
翻译：不合适的;错误的;不道德的	improper
翻译：不和蔼;粗鲁;险恶的天气	surliness
翻译：不均衡;不安定	disequilibrium
翻译：不堪航海的;不适航的	unseaworthy
翻译：不学无术的人;无知识的人	ignoramus
翻译：不安静的;慌张的;睡不着的	restless
翻译：不完成;不履行	nonfulfillment
翻译：不尖的;钝的;不得要领的	pointless
翻译：不屈服的;不屈不挠的	indomitable
翻译：不属于工会的;不承认工会的	nonunion
翻译：不履行;不作为	nonperformance
翻译：不履行者;缺席者;犯罪兵	defaulter
翻译：不干涉;放任	nonintervention
翻译：不当治疗;失态;渎职	malpractice
翻译：不快;愤怒;阴影;树荫;怀疑	umbrage
翻译：不快乐的;悲伤的;阴森的	mirthless
翻译：不情愿的;勉强的;厌恶的	reluctant
翻译：不惹人的;无攻击力的	offenseless
翻译：不愉快的;令人发火的	displeasing
翻译：不感兴趣;厌恶	disinclination
翻译：不支持;疏忽扶养的义务	nonsupport
翻译：不敬的;不逊的;无礼的	irreverent
翻译：不文明的;无教养的	uncultivated
翻译：不新奇的;常见的;陈腐的	hackneyed
翻译：不易了解的;不清楚的;含混的	unclear
翻译：不服从;不孝;违反	disobedience
翻译：不正的;不法的;邪恶的	iniquitous
翻译：不正确的;不确实的;不精密的	inexact
翻译：不渗透；密封性	impermeability
翻译：不灭;不朽性	imperishability
翻译：不爱国的;无爱国心的	unpatriotic
翻译：不爱讲话的;沉沉的;严厉的;顽强的	dour
翻译：不知足;贪求无厌	insatiability
翻译：不确定的;含混的	indeterminate
翻译：不神圣;不洁净;无信心	unholiness
翻译：不纯的;肮脏的;掺杂的;混合的	impure
翻译：不细致的;不紧的;松散的	incompact
翻译：不美的;不标致的;不象样的	uncomely
翻译：不耐烦的;着急的;急切的	impatient
翻译：不肯定的;不确定的;没有自信的	unsure
翻译：不能凝缩的	incondensability
翻译：不能分割的;除不尽的	indivisible
翻译：不能医治;不能矫正	incurability
翻译：不能变更;失策	inadvisability
翻译：不能想的;想象不到的	unthinkable
翻译：不能抵偿的;不能平息的	inexpiable
翻译：不能抵抗的;无抵抗力的	resistless
翻译：不能溶解的;不能解决的	insolvable
翻译：不能通行的;无路可通的	impassable
翻译：不自检点的;自甘堕落的	slatternly
翻译：不舒服的;不爽快的;身体不好的	unwell
翻译：不舒适的；不安的	uncomfortable
翻译：不节制;过度;酗酒	intemperance
翻译：不虚伪的;真实的;诚实的	unfeigned
翻译：不褪色的;不凋萎的;不衰的	unfading
翻译：不让进入的;未被承认的	unadmitted
翻译：不许可;拒绝;驳回	disallowance
翻译：不诚实;无诚意;伪善	insincerity
翻译：不调和;不一致;不和谐	disharmony
翻译：不赞成地；恳求地	deprecatingly
翻译：不连续的;间断的	discontinuous
翻译：不适当;不十分;不完全	inadequacy
翻译：不透明;电波不透过;不透明体	opacity
翻译：不配合的;不等同的	incoordinate
翻译：不重要；非本质；次要	unessential
翻译：不间断的;连续的	uninterrupted
翻译：不雄辩的;不传达表情的	ineloquent
翻译：不顺从;反抗	insubordination
翻译：与碳化合;混以汽油等	carburetion
翻译：专业化;特殊化	specialization
翻译：专横的;独裁的;主要的	dominating
翻译：世界末日善恶决战的战场	Armageddon
翻译：两性体；雌雄同体	hermaphrodite
翻译：严守时间;正确;规矩	punctuality
翻译：个性;人格;特征	individuality
翻译：中立议员;中立人士	crossbencher
翻译：临日本海之西伯利亚的不冻港	nakhodka
翻译：主席;会议主持人;仲裁人	moderator
翻译：主意;办法;理想;思想;概念;意见	idea
翻译：举起;拿起;理解;上风口;吸收	uptake
翻译：乏味的；无吸引力的	unattractive
翻译：乡下人;土头土脑的人;反应迟钝的人	hick
翻译：乡愁;乡往过去;怀旧之情	nostalgia
翻译：乡间音乐;民谣的合唱会	hootenanny
翻译：书籍卷首及卷尾之空页NUM	endpaper
翻译：乱闹的;粗暴的;狂暴的	rampageous
翻译：争论;争辩;所持的论点	contention
翻译：二百年的;每二百年的	bicentenary
翻译：互换；交替；立体交叉	interchange
翻译：互通；交流	intercommunicate
翻译：五点形;梅花形;五点形排法	quincunx
翻译：亚麻布商;衬衣类商人	linendraper
翻译：些许的;不足道的;不足取的	trifling
翻译：交谊性俱乐部的会员;花花公子	clubman
翻译：产双胎的;二枝的;有二轴的	biparous
翻译：产生幻觉的;幻影的;错觉的	illusory
翻译：亲切;慈爱;亲切的行为	kindliness
翻译：亲密;精通;亲密的行为	familarity
翻译：亵渎神明;亵渎神明的言词	blasphemy
翻译：亵渎神明的;不敬神的	blasphemous
翻译：人为性;不自然	artificialness
翻译：人种间的;人种混合的	interracial
翻译：人迹罕至的；冷僻的	unfrequented
翻译：仁慈的;慈善的;善行的	beneficent
翻译：介绍人;输入者;创始者	introducer
翻译：从军者;出征者;竞选者	campaigner
翻译：从未穿过的;还没穿破的;未衰的	unworn
翻译：从马卸下来;使摔下马来;推翻	unhorse
翻译：付款;支付;偿还;偿还;报应	payment
翻译：代书;代理签名;异形文字	allograph
翻译：代位;代位偿清;更替	subrogation
翻译：代名词的;代名词性质的	pronominal
翻译：代理sheriff	undersheriff
翻译：令人喜爱的;愉快的;舒适的	pleasing
翻译：令人心碎的;悲惨的	heartrending
翻译：令人悔恨;遗憾;痛心的	mortifying
翻译：令人振奋的；爽快的	exhilarating
翻译：令人窒息的;发闷的;无聊的	stifling
翻译：令人讨厌的;小心眼的;流鼻涕的	snorty
翻译：令人难忘的;壮丽的;威风的	imposing
翻译：以债券作保证的;存入保税仓库的	bonded
翻译：以堤围绕;筑堤围堵;以堤防堵挡	embank
翻译：以果实或干酪为馅而烤成的点心	strudel
翻译：以羊毛盖上的;羊毛似的;蓬松的	fleecy
翻译：以辣椒调味之一种墨西哥菜	enchilada
翻译：以鹰狩猎者;放鹰者;养鹰者	falconer
翻译：任性的;固执的;故意的;存心的	wilful
翻译：任意;恣意;霸道	arbitrariness
翻译：众神庙;万神殿;罗马万神殿	pantheon
翻译：优秀的;超群的;卓越的	preeminent
翻译：优美;美味;过分的讲究	daintiness
翻译：优美的;美妙的;美味的;悦耳的	dulcet
翻译：会发出清脆的声响的东西;小铃	tinkler
翻译：传染;传染病;蔓延;歪风	contagion
翻译：传染病学;流行病学	epidemiology
翻译：传输;传送;变速器	transmission
翻译：伤害的;损伤的;足致伤害的	scathing
翻译：伪古典主义	pseudoclassicism
翻译：似消除的;似解除警戒心的	disarming
翻译：似非而是的论点;自相矛盾的话	paradox
翻译：低价投标者；出价低者	underbidder
翻译：低能;愚钝;愚蠢的言行	imbecility
翻译：低能的；意志薄弱的	feebleminded
翻译：低语声;喃喃低语声;沙沙声	susurrus
翻译：低音部音塞;低音;最低音的钟	bourdon
翻译：住宅的;与居住有关的	residential
翻译：体液的;由体液引起的;温性的	humoral
翻译：作呕的;呕心的;厌恶的	nauseating
翻译：作威作福的;饮酒取乐的	roisterous
翻译：使不安;使烦乱;使烦恼	discompose
翻译：使人感动的;非常好的	sensational
翻译：使再坐;使复位;换...的底座	reseat
翻译：使冷却;使清凉;冷藏	refrigerate
翻译：使分离的;使游离的	dissociative
翻译：使厌恶;使不适当;使不能	indispose
翻译：使困扰;使烦恼;折磨;反复袭击	harass
翻译：使困窘;使局促不安;阻碍	embarrass
翻译：使大吃一惊;哑然失色	flabbergast
翻译：使官方化;置政府管辖	officialise
翻译：使官方化;置政府管辖	officialize
翻译：使成碳;碳化;使与碳化合	carbonize
翻译：使成粉末;粉碎;分割财产	comminute
翻译：使成贫穷;使成为受救济者	pauperise
翻译：使成贫穷;使成为受救济者	pauperize
翻译：使无效;愚钝化	stultification
翻译：使无罪;分辩;辩解;开脱	exculpate
翻译：使更激烈之物;增强剂	intensifier
翻译：使服从;压制;减弱;抑制;克制	subdue
翻译：使氯发生作用;用氯消毒	chlorinate
翻译：使浸渍者;现影液容器;汲取的人	dipper
翻译：使混乱;使困惑	discombobulate
翻译：使生反感;使震惊;诽谤	scandalise
翻译：使生反感;使震惊;诽谤	scandalize
翻译：使疏远;离间;使离开NUM	estrange
翻译：使眩惑;使茫然;使不知所措	bedazzle
翻译：使神圣化的;奉献的	consecratory
翻译：使窒息；噎住；闷死；受阻	suffocate
翻译：使觉醒的;使奋起的;使感动的	rousing
翻译：使转为平民;使民用化	civilianize
翻译：使转换注意;牵制的	diversionary
翻译：使过度发达;显像过多	overdevelop
翻译：使通俗化;使粗俗;使下流	vulgarise
翻译：使通俗化;使粗俗;使下流	vulgarize
翻译：使通过的;让过去的;可通的	pervious
翻译：供以服装;供以军用品;装备	accouter
翻译：供以服装;供以军用品;装备	accoutre
翻译：供献;奉献;神圣化	consecration
翻译：供给的人;供给国;承制厂商	supplier
翻译：侵入的;侵略性的;攻击性的	invasive
翻译：侵害者;违反者;侵入者	trespasser
翻译：俄国式的Croquctte	kromesky
翻译：保护者;保护物;保护装置	protector
翻译：保险业者;承诺支付者	underwriter
翻译：保险统计师的;保险统计的	actuarial
翻译：信仰的;虔诚的;祷告的	devotional
翻译：修道士生活;修道院制	coenobitism
翻译：修道院的;遁世的;孤独的	cloistral
翻译：倒了的;坠落的;没落的	downfallen
翻译：倒退;退化;退步	retrogression
翻译：倦怠的;无精打采的;冷漠的	listless
翻译：值得称赞的;可嘉的	praiseworthy
翻译：假想的;编造的;虚伪的	fictitious
翻译：假装不知者;伪善者	dissimulator
翻译：偏倚的;偏斜的;歪斜的	deflective
翻译：偏心;不公平;特别喜欢	partiality
翻译：做梦的人;梦想者NUMNUM	dreamer
翻译：做运动的人;肌肉锻练器具	exerciser
翻译：健谈的;对话的	conversational
翻译：偶像崇拜者;崇拜者;皈依者	idolater
翻译：偷懒者;游手好闲的人;懒鬼	sluggard
翻译：傲慢的;目空一切的	supercilious
翻译：傲慢的;自大自满的;鄙视别人的	snooty
翻译：兄弟的;兄弟似的;友爱的	fraternal
翻译：充满精神的;感情上的;高尚的	soulful
翻译：先验的;超凡的	transcendental
翻译：光度计的;光度测定的	photometric
翻译：光明的;光辉的;明确的	luciferous
翻译：光泽面的暗晦;湿润;不清爽	clouding
翻译：光滑;淫荡;不稳定;狡猾	lubricity
翻译：光谱摄制仪;摄谱仪	spectrograph
翻译：党派主义;党派之争	factionalism
翻译：入祭文;圣餐式前所唱的赞美歌	introit
翻译：全光反射装置;完全照光镜	holophote
翻译：全套披甲;全幅盔甲;华服美饰	panoply
翻译：公司;合作;法人团体	corporation
翻译：公然的;无耻的;无面具的	barefaced
翻译：六便士的;廉价的;不值钱的	sixpenny
翻译：共和国;共和政体;团体;界	republic
翻译：关在笼中;禁闭;把...关起来	encage
翻译：具同一中心的;同心的	homocentric
翻译：养猪场;猪;猪一样的卑鄙行为	hoggery
翻译：内心的;秘密的;最深处的	innermost
翻译：内皮细胞层;内覆组织	endothelium
翻译：内部的人;会员;知道内情的人	insider
翻译：再任命;使复职;重新约定	reappoint
翻译：冒泡;沸腾;活泼	effervescence
翻译：冒渎的;该受天谴的	sacrilegious
翻译：冗长的废话；杂乱无章的话	rigmarole
翻译：冗长表达;言语化	verbalization
翻译：写错;排错;错字勘误表;错误	erratum
翻译：军事化;黩武化	militarization
翻译：军人的配备;服装	accouterments
翻译：军人的配备;服装	accoutrements
翻译：冥界的;超脱尘世的	otherworldly
翻译：冲动;冲击;原动力;推动	impulsion
翻译：冷却;冷藏;冷冻	refrigeration
翻译：冷漠的；无共鸣的	unsympathetic
翻译：冷藏库;制冷装置	refrigeratory
翻译：冷静;沉着	imperturbability
翻译：减少感光性;使不敏感	desensitise
翻译：减少感光性;使不敏感	desensitize
翻译：减除;扣除;减除额;推论	deduction
翻译：凝结物;凝固物NUMNUM	coagulum
翻译：凝聚；砾岩；集成物	conglomerate
翻译：凝集性的；粘合的	agglutinative
翻译：几何学上;精确地	geometrically
翻译：凶猛的;猛烈的;热烈的;暴躁的	fierce
翻译：凹版印刷；照相制版	photogravure
翻译：出品NORTON软件的公司	Symantec
翻译：出席;照料;出席的人数	attendance
翻译：分子;计算者;计算的东西	numerator
翻译：分成三部分;分成三截;三等分	trisect
翻译：分散权力；去中心化	decentralise
翻译：分散权力；去中心化	decentralize
翻译：分解;腐败;变质	decomposition
翻译：分配;分摊;分派	apportionment
翻译：分配的人;分配者;分配的东西	divider
翻译：切成开口;切割;雕刻;切入	incision
翻译：刈剪树枝;采折树枝;修剪	disbranch
翻译：刑罚学者;监狱管理学者	penologist
翻译：划界;划定界限;限界	demarcation
翻译：列线图解法;法律制定论	nomography
翻译：刚开始的;早期的;未发达的	inchoate
翻译：创造;建造;引起;把...列为	create
翻译：初期的;原始时代的;太古的	primeval
翻译：判刑;责备;处刑;声讨;谴责	condemn
翻译：到北极地方旅行所煮的杂锅菜;浓汤	hoosh
翻译：到处存在;遍在;耶稣的遍在	ubiquity
翻译：制作者;假造者;杜撰者	fabricator
翻译：制造器具的盖子的人;诱饵;帽商	capper
翻译：刺的东西;锥子;暗杀者;刺客	stabber
翻译：刺耳的;吱吱尖叫的;尖锐的	strident
翻译：前后轮之车轮轴距离;轴距	wheelbase
翻译：剥夺;剥夺官职;免职	deprivation
翻译：剥夺人权的;放逐的	proscriptive
翻译：剧场;儿童之家;房屋玩具	playhouse
翻译：副署;连署	countersignature
翻译：加入;联盟;友好关系	affiliation
翻译：加速;促进;加速度	acceleration
翻译：加速者;加速器;油门	accelerator
翻译：动态摄影仪	photochronograph
翻译：努力的;奋斗的;苦斗的	struggling
翻译：勉强地；不自然地	constrainedly
翻译：勒杀;箝制;压缩	strangulation
翻译：北方的；向北的；来自北方	northerly
翻译：区分;除法;公司;师;分开	division
翻译：匿名的;使用笔名的	pseudonymous
翻译：升华;升华物;高尚化	sublimation
翻译：午后的;午后发生的	postmeridian
翻译：半珍贵的;准宝石的	semiprecious
翻译：半记录性电影	semidocumentary
翻译：协同程序;共存程序;共生体	symbiont
翻译：协调者;同等的人或物	coordinator
翻译：卓越的;极为出色的	supereminent
翻译：卓越的；非凡的；胜过的	surpassing
翻译：单方面;单边的;片面的	unilateral
翻译：印度的最下阶级;贱民;被放逐者	pariah
翻译：印度的竹制四弦乐器;古印度的七弦琴	vina
翻译：印第安人的一部族;其语言	Tuscarora
翻译：印象主义；印象派	impressionism
翻译：危险的;冒险的;赌运气的	hazardous
翻译：即兴的；临场的	extemporaneous
翻译：卸下重担；放心；解除负担	disburden
翻译：卸货人;开释人;履行者	discharger
翻译：压抑的;压下的;沉闷的	depressive
翻译：压抑的;抑制的;镇压的	repressive
翻译：厌恶德国;恐德症	germanophobia
翻译：厚涂颜料的绘画法;厚涂的颜料	impasto
翻译：厚皮的;迟钝的	pachydermatous
翻译：厨房的;厨房用的;烹调用的	culinary
翻译：县的;县立的;县长的	prefectural
翻译：双重保护（技术术语）	doubleguard
翻译：反响;混响;反射	reverberation
翻译：反复地说;重申;反复地做	reiterate
翻译：反对君主制度者	antimonarchist
翻译：反对的;敌对的	antagonistical
翻译：反射的;反映的;熟虑的	reflective
翻译：反社会的人;不爱社交的人	sociopath
翻译：发出的;发散的;发射性的	emanative
翻译：发呆的;愚笨的;自满的NUM	fatuous
翻译：发布;公布;发表;传播	promulgate
翻译：发生中的;开始存在的;初期的	nascent
翻译：发表的;宣布的;发音的	enunciable
翻译：发觉;败露;败露的事情	disclosure
翻译：发送者;配车员;调度员	dispatcher
翻译：取下索具;卸除船上索具;剥光衣服	unrig
翻译：取出胡桃果仁时所用的尖形挑针	nutpick
翻译：取消...的专卖权	demonopolise
翻译：取消...的专卖权	demonopolize
翻译：取消;作废;注销戳	cancellation
翻译：取消；召回；反对命令	countermand
翻译：取缔的;统制的;调整的	regulatory
翻译：受恶梦惊扰的;困于恶梦的	hagridden
翻译：受救济者;依赖施舍生活的贫民	almsman
翻译：受胎作用;受胎;受精	fecundation
翻译：变化;多样化	diversification
翻译：变成稀薄的;纯化的;考究的	rarefied
翻译：变更;交换;取代;置换;排列	permute
翻译：变造;伪造;歪曲	falsification
翻译：叙事诗;狂文;狂喜;狂想曲	rhapsody
翻译：句法上；语法结构	syntactically
翻译：召集;集会;教士会议	convocation
翻译：可专用的;可流用的	appropriable
翻译：可买卖的;有销路的	merchantable
翻译：可传染的；易传播的	communicable
翻译：可估价的;可评价的;比例的	rateable
翻译：可使完美的;可完成的	perfectible
翻译：可信用;确实性;可靠	credibility
翻译：可克服的；能超越的	surmountable
翻译：可兑换的；可交换的	exchangeable
翻译：可再生的；可复制的	reproducible
翻译：可变更性;可更改性	alterability
翻译：可叹的;悲惨的;凄惨的	deplorable
翻译：可吸收的;容易被吸收的	absorbable
翻译：可塑性;适应性;柔软性	plasticity
翻译：可容许的;可准予就任的	admissible
翻译：可怕的;令人恐惧的;极坏的	terrible
翻译：可怕的;极可憎的;极可厌的	horrible
翻译：可怜的;悲惨的;悲哀的	lugubrious
翻译：可悲的;哀伤的;可怜的	lamentable
翻译：可憎的;不愉快的;讨厌的	obnoxious
翻译：可抑制的;可隐藏的	suppressible
翻译：可抵抗性;抵抗力	resistibility
翻译：可控告的;应控告的;应被起诉的	suable
翻译：可改正性;可矫正	corrigibility
翻译：可救的;可储蓄的;可节省的	saveable
翻译：可教的;听教训的;驯良的	teachable
翻译：可疑的;疑惧的;怀疑的	suspicious
翻译：可翻译的;可判读的	decipherable
翻译：可触知;可触觉;确实	tangibility
翻译：可触知性;明白;明了	palpability
翻译：可让与性;可疏远性	alienability
翻译：可设想；可理解	conceivability
翻译：可设计的;可编程的	programmable
翻译：可责;有罪性;有过失	culpability
翻译：可贴现的;可折扣的	discountable
翻译：可通行的;可渡过的;尚可的	passable
翻译：可防守;可维持;可主张	tenability
翻译：史芬克斯;人头狮身的雕像;天蛾	sphinx
翻译：右侧的;右边的;幸运的;吉利的	Dexter
翻译：各种的;多方面的	miscellaneous
翻译：合作的;协同的;协作的	synergetic
翻译：合并者;法人创立者	incorporator
翻译：合教会法;合正典;正规	canonicity
翻译：合犹太人戒律的;清净的;合适的	kosher
翻译：合理的;明理的;适当的	reasonable
翻译：同属的;同种的;同类的	congeneric
翻译：同情;同感;同意;吊唁	sympathise
翻译：同情;同感;同意;吊唁	sympathize
翻译：同情；怜悯；体恤	compassionate
翻译：同时的;同时发生的	simultaneous
翻译：同质接合体;均质接合体	homozygote
翻译：名义上的；名词性的；象征性的	nominal
翻译：名声;受大众欢迎;流行	popularity
翻译：后板;背板;靠背板;篮板	backboard
翻译：君主政体;君主国;君主政治	monarchy
翻译：吟诵的;背诵的;叙述的	recitative
翻译：含义;意义;表示	signification
翻译：听不到的;未被倾听的;未知的	unheard
翻译：吱吱叫的东西;磨牙者;雏鸽	squeaker
翻译：吵闹的;纷乱的;骚乱的	tumultuous
翻译：吸毒后的陶醉状态;采自印度大麻的麻药	kef
翻译：吹口哨的人;啸啸作声的东西	whistler
翻译：吹牛的人;用演说腔调说话的人	mouther
翻译：吹袭亚德里亚海沿岸的季节性东北冷风	bora
翻译：周流;环流;回流	circumfluence
翻译：周边的;周围的;肤浅的	peripheral
翻译：呼出;呼气;终止;满期	expiration
翻译：响亮的;轰动的;驰名的	resounding
翻译：哥特式;哥特式情趣;野蛮	Gothicism
翻译：唯钱是图;为金钱;甘受贿赂	venality
翻译：唱诗班副指挥;低音主唱者	succentor
翻译：商议好的;协定的;预定的	concerted
翻译：啤酒间;酒吧间;餐厅	rathskeller
翻译：喇叭或号角嘹亮的吹奏声;吹牛	fanfare
翻译：喜模仿的;伪造的;摹拟的	imitative
翻译：喧哗的社交聚会;舞会;大宴会	shindig
翻译：喧嚣的;吵闹的;骚嚷的	uproarious
翻译：喷射引擎等的补燃装置	afterburner
翻译：嗡嗡作声的东西;蜂音器;信号手	buzzer
翻译：嘉年华会;狂欢节;饮宴狂欢	carnival
翻译：器乐性的；工具性的	instrumental
翻译：四分之一决赛;复赛	quarterfinal
翻译：四次方的；四次方程式	biquadratic
翻译：回复;复原;归还;继承权	reversion
翻译：回教国王妃;回教君主之母	sultaness
翻译：回春;返老还童	rejuvenescence
翻译：回转的;旋转的;旋转式的	revolving
翻译：回顾;追忆;考虑	retrospection
翻译：团体;协会;帮会	confraternity
翻译：困难;阻碍;困窘	embarrassment
翻译：围绕太阳;太阳周边的	circumsolar
翻译：固执;不屈不挠;顽固;坚韧	tenacity
翻译：固执的;坚持的;持续的	persistent
翻译：国会议员;众议院议员	congressman
翻译：国库;宝库;国库券;财政部	treasury
翻译：国库;财源;财政部NUM	exchequer
翻译：土人;原住民;土生生物	aborigines
翻译：土块多的;土块一样的;不值钱的	cloddy
翻译：土著;土生;土产	autochthonism
翻译：土著的;本地原生的	autochthonal
翻译：圣地;礼拜堂;非国教徒的礼拜堂	bethel
翻译：圣徒文学;圣徒传;圣徒录	hagiology
翻译：圣歌吟唱;赞美诗;赞美诗集	psalmody
翻译：在...情况下的	circumstanced
翻译：在两愿下成立的;交感的	consensual
翻译：在天下面的;尘世的	subcelestial
翻译：地名辞典;公报记者;记者	gazetteer
翻译：地图制作者;制图师	cartographer
翻译：地壳运动；地壳变形	diastrophism
翻译：地带;地域;地形;领域;范围	terrain
翻译：地形学家；地貌研究者	topographer
翻译：地方主义;乡土气	provincialism
翻译：地方的；偏狭的；乡下人	provincial
翻译：坏疽;脱疽;禁欲	mortification
翻译：坏疽的;脱疽的;腐败的	gangrenous
翻译：坚固性;浓度;一致性	consistency
翻译：坚持;孜孜不倦;不屈不挠	persevere
翻译：垂下物;尾随者;薄铁片;附加物	tagger
翻译：垂直;直立	perpendicularity
翻译：基准;模范;标准;智力水准;平均数	norm
翻译：基准的;根据信仰的;信托的	fiducial
翻译：基督教;基督教精神	Christianity
翻译：基督的敌人;反对基督者	antichrist
翻译：基础;入门;雏形;退化器官	rudiment
翻译：增加;增大;增加物	augmentation
翻译：增殖者;使繁殖者;乘数	multiplier
翻译：增殖者;宣传者;传教者	propagator
翻译：声明者;宣言者;发音者	enunciator
翻译：复写器;多产作家;测谎器	polygraph
翻译：复数;较大数;许多;兼职	plurality
翻译：外来的移民;移居入境	immigration
翻译：多云的;有愁容的;云的;浑浊的	cloudy
翻译：多废话;多冗词;冗长;措辞	verbiage
翻译：多愁善感；矫情	sentimentality
翻译：多汁液的;生动的;多水分的NUM	juicy
翻译：多河流的;多水流的;川流般的	streamy
翻译：多神教的;多神论的	polytheistic
翻译：多线程（计算机术语）	multithread
翻译：多节;多瘤;疙瘩的东西	knobbiness
翻译：大修道院院长之职位;管区;任期	abbacy
翻译：大演说;雄辩;雄辩法	declamation
翻译：大瀑布;奔流;洪水;白内障	cataract
翻译：大猩猩;壮而残暴的男人;歹徒	gorilla
翻译：大肚子;大肚子的人;圆火炉	potbelly
翻译：大话；吹牛；自夸的话	rodomontade
翻译：大都市;重要中心;首府	metropolis
翻译：大野火;烽火;焚化尸体的火	balefire
翻译：天性;化妆品;补充;虚构;补考	makeup
翻译：天然的状态;未成熟;生硬	crudeness
翻译：太平无事的;平静无事的	uneventful
翻译：失策的;不得当的;笨拙的	impolitic
翻译：失调的;不适应环境的	maladjusted
翻译：头盖帽;半球帽;半球状的东西	calotte
翻译：头盖骨膜;头盖骨;脑	pericranium
翻译：夸张之言；豪语	grandiloquence
翻译：奇妙;不可思议;陌生	strangeness
翻译：奇怪;奇异;奇异的东西	bizarrerie
翻译：奉献的;献纳的;献呈的	dedicatory
翻译：奔腾芯片；586；Intel	pentium
翻译：奥古斯都的;奥古斯都时代的	Augustan
翻译：女神;绝代美女;受崇拜的女性	goddess
翻译：女议员;国会女性	congresswoman
翻译：奴隶;中世纪埃及的奴隶骑兵	mameluke
翻译：奶油干酪厂;奶油公司;牛奶	creamery
翻译：好奇心;新奇的事物;珍品	curiosity
翻译：好氧性的;氧气的;依靠氧气的	aerobic
翻译：好辩的；挑剔的	contradictious
翻译：如兽的;残忍的;令人不愉快的	beastly
翻译：妊娠;妊娠期;孕育;酝酿	gestation
翻译：妨害者;妨碍物;阻碍者	obstructor
翻译：娇养男人；溺爱；胆小	mollycoddle
翻译：婉转曲折的说法	circumlocution
翻译：嫉妒;羡慕;舍不得给;吝惜	begrudge
翻译：子公司；补助的；次要的	subsidiary
翻译：孔子思想;儒家思想	Confucianism
翻译：字译;音译;拼写	transliterate
翻译：存于内脏等的动物组织中的盐基	adenine
翻译：存储处;贮藏所;受托者	depository
翻译：存疑;归咎;怀疑;检举;弹劾	impeach
翻译：季节风;吹季节风的季节;雨季	monsoon
翻译：学徒期;见习期	apprenticeship
翻译：学院的;理论的;不够实际的	academic
翻译：安哥斯图拉树皮（苦味剂）	angostura
翻译：安心的;可靠的;坚强的	reassuring
